section,hscode,description,parent,level
XI,630140,Blankets (other than electric blankets) and travelling rugs; of synthetic fibres,6301,6
XI,630190,Blankets and travelling rugs; n.e.c. in heading no. 6301,6301,6
XI,6302,"Bed linen, table linen, toilet linen and kitchen linen",63,4
XI,630210,Bed linen; knitted or crocheted,6302,6
XI,630221,"Bed linen; of cotton, printed, not knitted or crocheted",6302,6
XI,630222,"Bed linen; of man-made fibres, printed, not knitted or crocheted",6302,6
XI,630229,"Bed linen; of textile materials (other than cotton or man-made fibres), printed, not knitted or crocheted",6302,6
XI,630231,"Bed linen; of cotton (not printed, knitted or crocheted)",6302,6
XI,630232,"Bed linen; of man-made fibres (not printed, knitted or crocheted)",6302,6
XI,630239,"Bed linen; of textile materials other than cotton or man-made fibres (not printed, knitted or crocheted)",6302,6
XI,630240,Table linen; knitted or crocheted,6302,6
XI,630251,"Table linen; of cotton, not knitted or crocheted",6302,6
XI,630253,"Table linen; of man-made fibres, not knitted or crocheted",6302,6
XI,630259,"Table linen; of textile materials (other than cotton or man-made fibres), not knitted or crocheted",6302,6
XI,630260,"Kitchen and toilet linen; of terry towelling or similar terry fabrics, of cotton",6302,6
XI,630291,"Toilet and kitchen linen; of cotton, excluding terry towelling or similar terry fabrics",6302,6
XI,630293,Toilet and kitchen linen; of man-made fibres,6302,6
XI,630299,Toilet and kitchen linen; of textile materials (other than cotton or man-made fibres),6302,6
XI,6303,Curtains (including drapes) and interior blinds; curtain or bed valances,63,4
XI,630312,"Curtains (including drapes) and interior blinds; curtain or bed valances, knitted or crocheted, of synthetic fibres",6303,6
XI,630319,"Curtains (including drapes) and interior blinds; curtain or bed valances, knitted or crocheted, of textile materials other than synthetic fibres",6303,6
XI,630391,"Curtains (including drapes) and interior blinds, curtain or bed valances; of cotton, not knitted or crocheted",6303,6
XI,630392,"Curtains (including drapes) and interior blinds, curtain or bed valances; of synthetic fibres, not knitted or crocheted",6303,6
XI,630399,"Curtains (including drapes) and interior blinds, curtain or bed valances; of textile materials other than cotton or synthetic fibres, not knitted or crocheted",6303,6
XI,6304,Furnishing articles; excluding those of heading no. 9404,63,4
XI,630411,Bedspreads; knitted or crocheted,6304,6
XI,630419,Bedspreads; not knitted or crocheted,6304,6
XI,630420,"Furnishing articles; excluding those of heading no. 9404, bed nets, specified in Subheading Note 1 to this Chapter",6304,6
XI,630491,"Furnishing articles; excluding those of heading no. 9404, n.e.c. in heading 6304, knitted or crocheted",6304,6
XI,630492,"Furnishing articles; of cotton, not knitted or crocheted (excluding bedspreads and articles of heading no. 9404)",6304,6
XI,630493,"Furnishing articles; of synthetic fibres, not knitted or crocheted (excluding bedspreads and articles of heading no. 9404)",6304,6
XI,630499,"Furnishing articles; of textile materials other than cotton or synthetic fibres, not knitted or crocheted (excluding bedspreads and articles of heading no. 9404)",6304,6
XI,6305,"Sacks and bags, of a kind used for the packing of goods",63,4
XI,630510,"Sacks and bags; of a kind used for the packing of goods, of jute or of other textile bast fibres of heading no. 5303",6305,6
XI,630520,"Sacks and bags; of a kind used for the packing of goods, of cotton",6305,6
XI,630532,"Sacks and bags; of a kind used for the packing of goods, of man-made textile materials, flexible intermediate bulk containers",6305,6
XI,630533,"Sacks and bags; of a kind used for the packing of goods, of man-made textile materials, of polyethylene or polypropylene strip or the like, not flexible intermediate bulk containers",6305,6
XI,630539,"Sacks and bags; of a kind used for the packing of goods, of man-made textile materials, not of polyethylene or polypropylene strip or the like, not flexible intermediate bulk containers",6305,6
XI,630590,"Sacks and bags; of a kind used for the packing of goods, of textile materials (other than jute, cotton or man-made textile materials)",6305,6
XI,6306,"Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods",63,4
XI,630612,"Tarpaulins, awnings and sunblinds; of synthetic fibres",6306,6
XI,630619,"Tarpaulins, awnings and sunblinds; of textile materials other than synthetic fibres",6306,6
XI,630622,Tents (including temporary canopies and similar articles); of synthetic fibres,6306,6
XI,630629,Tents (including temporary canopies and similar articles); of textile materials other than synthetic fibres,6306,6
XI,630630,"Sails; for boats, sailboards or landcraft",6306,6
XI,630640,Camping goods; pneumatic mattresses,6306,6
XI,630690,"Camping goods; (of textile materials), n.e.c in heading no. 6306",6306,6
XI,6307,"Textiles; made up articles n.e.c. in chapter 63, including dress patterns",63,4
XI,630710,"Cloths; floor cloths, dish-cloths, dusters and similar cleaning cloths",6307,6
XI,630720,Life-jackets and life-belts,6307,6
XI,630790,"Textiles; made up articles (including dress patterns), n.e.c. in chapter 63, n.e.c. in heading no. 6307",6307,6
XI,6308,"Textiles; sets of woven fabric and yarn, with or without accessories, for making into rugs, tapestries, embroidered tablecloths, serviettes and similar textile articles, in packings for retail sale",63,4
XI,630800,"Fabrics, woven and yarn; in sets, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes or similar textile articles, packaged for retail sale",6308,6
XI,6309,Textiles; worn clothing and other worn articles,63,4
XI,630900,"Clothing; worn, and other worn articles",6309,6
XI,6310,"Rags; used or new, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials",63,4
XI,631010,"Rags; used or new, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials; sorted",6310,6
XI,631090,"Rags; used or new, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials; other than sorted",6310,6
XII,64,Footwear; gaiters and the like; parts of such articles,TOTAL,2
XII,6401,"Footwear; waterproof, with outer soles and uppers of rubber or plastics, (uppers not fixed to the sole nor assembled by stitch, rivet, nail, screw, plug or similar)",64,4
XII,640110,"Footwear; waterproof with metal toe-cap, rubber or plastic outer soles and uppers (not assembled by stitch, rivet, nail, screw, plug or similar)",6401,6
XII,640192,"Footwear; waterproof, covering the ankle (but not the knee), rubber or plastic outer soles and uppers (not assembled by stitch, rivet, nail, screw, plug or similar)",6401,6
XII,640199,"Footwear; waterproof, n.e.c. in heading no. 6401, rubber or plastic outer soles and uppers (not assembled by stitch, rivet, nail, screw, plug or similar)",6401,6
XII,6402,Footwear; with outer soles and uppers of rubber or plastics (excluding waterproof footwear),64,4
XII,640212,"Sports footwear; with outer soles and uppers of rubber or plastics, ski-boots, cross-country ski footwear and snowboard boots",6402,6
XII,640219,"Sports footwear; (other than ski-boots, snowboard boots or cross-country ski footwear), with outer soles and uppers of rubber or plastics",6402,6
XII,640220,"Footwear; with outer soles and uppers of rubber or plastics, upper straps or thongs assembled to the sole by plugs",6402,6
XII,640291,"Footwear; n.e.c. in heading no. 6402, covering the ankle, with outer soles and uppers of rubber or plastics",6402,6
XII,640299,"Footwear; n.e.c. in heading no. 6402, (other than just covering the ankle), with outer soles and uppers of rubber or plastics",6402,6
XII,6403,"Footwear; with outer soles of rubber, plastics, leather or composition leather and uppers of leather",64,4
XII,640312,"Sports footwear; with outer soles of rubber, plastics, leather or composition leather and uppers of leather, ski-boots, snowboard boots and cross-country ski footwear",6403,6
XII,640319,"Sports footwear; (other than ski-boots, snowboard boots or cross-country ski footwear), with outer soles of rubber, plastics, leather or composition leather and uppers of leather",6403,6
XII,640320,"Footwear; with outer soles of leather, uppers consisting of leather straps across instep and around the big toe",6403,6
XII,640340,"Footwear; with metal toe-cap, outer soles of rubber, plastics, leather or composition leather, uppers of leather",6403,6
XII,640351,"Footwear; n.e.c. in heading no. 6403, with outer soles and uppers of leather, covering the ankle",6403,6
XII,640359,"Footwear; n.e.c. in heading no. 6403, (not covering the ankle), outer soles and uppers of leather",6403,6
XII,640391,"Footwear; n.e.c. in heading no. 6403, covering the ankle, outer soles of rubber, plastics or composition leather, uppers of leather",6403,6
XII,640399,"Footwear; n.e.c. in heading no. 6403, (not covering the ankle), outer soles of rubber, plastics or composition leather, uppers of leather",6403,6
XII,6404,"Footwear; with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials",64,4
XII,640411,"Sports footwear; tennis shoes, basketball shoes, gym shoes, training shoes and the like, with outer soles of rubber or plastics and uppers of textile materials",6404,6
XII,640419,"Footwear; (other than sportswear), with outer soles of rubber or plastics and uppers of textile materials",6404,6
XII,640420,"Footwear; outer soles of leather or composition leather, uppers of textile materials",6404,6
XII,6405,Footwear; other footwear n.e.c. in chapter 64,64,4
XII,640510,"Footwear; with uppers of leather or composition leather, n.e.c. in chapter 64",6405,6
XII,640520,"Footwear; with uppers of textile materials, n.e.c. in chapter 64",6405,6
XII,640590,Footwear; n.e.c. in chapter 64,6405,6
XII,6406,"Footwear; parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, le.g.ings and similar articles, and parts thereof",64,4
XII,640610,"Footwear; parts, uppers and parts thereof, other than stiffeners",6406,6
XII,640620,"Footwear; parts, outer soles and heels, of rubber or plastics",6406,6
XII,640690,"Footwear; parts, n.e.c. in heading 6406",6406,6
XII,65,Headgear and parts thereof,TOTAL,2
XII,6501,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons) of felt",65,4
XII,650100,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons) of felt",6501,6
XII,6502,"Hat-shapes; plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor trimmed",65,4
XII,650200,"Hat-shapes; plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor trimmed",6502,6
XII,6504,"Hats and other headgear; plaited or made by assembling strips of any material, whether or not lined or trimmed",65,4
XII,650400,"Hats and other headgear; plaited or made by assembling strips of any material, whether or not lined or trimmed",6504,6
XII,6505,"Hats and other headgear; knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed",65,4
XII,650500,"Hats and other headgear; knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed",6505,6
XII,6506,"Headgear; n.e.c. in chapter 65, whether or not lined or trimmed",65,4
XII,650610,"Headgear; safety, whether or not lined or trimmed",6506,6
XII,650691,"Headgear; (other than safety headgear), of rubber or plastics, whether or not lined or trimmed",6506,6
XII,650699,"Headgear; (other than safety headgear), (of materials other than rubber or plastic), whether or not lined or trimmed",6506,6
XII,6507,"Head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear",65,4
XII,650700,"Head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps; for headgear",6507,6
XII,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",TOTAL,2
XII,6601,"Umbrellas; sun umbrellas (including walking stick umbrellas, garden umbrellas and similar umbrellas)",66,4
XII,660110,Umbrellas and sun umbrellas; garden or similar umbrellas,6601,6
XII,660191,"Umbrellas and sun umbrellas; having a telescopic shaft, (excluding garden or similar umbrellas)",6601,6
XII,660199,Umbrellas and sun umbrellas; n.e.c. in heading no. 6601 (including walking stick umbrellas),6601,6
XII,6602,"Walking-sticks, seat-sticks, whips, riding-crops and the like",66,4
XII,660200,"Walking-sticks, seat-sticks, whips, riding-crops and the like",6602,6
XII,6603,"Trimmings, parts and accessories of articles of heading no. 6601 or 6602",66,4
XII,660320,Umbrella frames; including frames mounted on shafts (sticks),6603,6
XII,660390,"Trimmings, accessories and parts of articles of heading no. 6601 or 6602; n.e.c. in heading no. 6603",6603,6
XII,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",TOTAL,2
XII,6701,"Skin and other parts of birds with their feather or down; feathers, parts of feather, down and articles thereof (other than goods of heading no. 0505 and worked quills and scapes)",67,4
XII,670100,"Skins and other parts of birds with their feathers or down; feathers, parts of feathers, down and articles thereof (other than goods of heading no. 0505 and worked quills and scapes)",6701,6
XII,6702,"Flowers, foliage and fruit, artificial, and parts thereof; articles made of artificial flowers, foliage or fruit",67,4
XII,670210,"Flowers, foliage and fruit, artificial, and parts thereof; articles made of artificial flowers, foliage or fruit, of plastics",6702,6
XII,670290,"Flowers, foliage and fruit, artificial, and parts thereof; articles made of artificial flowers, foliage or fruit, of materials other than plastics",6702,6
XII,6703,"Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like",67,4
XII,670300,"Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like",6703,6
XII,6704,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair or of textile materials; articles of human hair, n.e.c. or included",67,4
XII,670411,"Wigs; complete, of synthetic textile materials",6704,6
XII,670419,"False beards, eyebrows and eyelashes, switches and the like; of synthetic textile materials",6704,6
XII,670420,"Wigs, false beards, eyebrows and eyelashes, switches and the like and other articles n.e.c.; of human hair",6704,6
XII,670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like and other articles n.e.c.; of animal hair or of textile materials other than synthetic",6704,6
XIII,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",TOTAL,2
XIII,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",68,4
XIII,680100,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",6801,6
XIII,6802,"Monumental or building stone, worked (except slate) and articles thereof (not of heading no. 6801) mosaic cubes etc., of natural stone including slate; artificially coloured granules of natural stone",68,4
XIII,680210,"Tiles, cubes and similar articles; whether or not rectangular (including square), largest face of which is capable of being enclosed in square, side less than 7cm, coloured granules, chippings, powder",6802,6
XIII,680221,"Marble, travertine and alabaster; simply cut or sawn, with a flat or even surface",6802,6
XIII,680223,"Granite; articles thereof, simply cut or sawn, with a flat or even surface",6802,6
XIII,680229,"Stone; monumental or building stone, n.e.c. in item no. 6802.2, articles thereof, simply cut or sawn, with a flat or even surface",6802,6
XIII,680291,"Marble, travertine and alabaster; articles thereof, (other than simply cut or sawn, with a flat or even surface)",6802,6
XIII,680292,"Stone; calcareous (excluding marble, travertine, alabaster) articles thereof, (other than simply cut or sawn, with a flat or even surface)",6802,6
XIII,680293,"Granite; articles thereof, (other than simply cut or sawn, with a flat or even surface)",6802,6
XIII,680299,"Stone; natural (excluding marble, travertine, alabaster, other calcareous stone or granite), monumental or building stone, (other than simply cut or sawn, with a flat or even surface)",6802,6
XIII,6803,"Slate, worked; and articles of slate or of agglomerated slate",68,4
XIII,680300,"Slate, worked; and articles of slate or of agglomerated slate",6803,6
XIII,6804,"Millstones, grindstones, grinding wheels, etc without frameworks, for grinding, sharpening, polishing, etc and parts thereof, natural stone, agglomerated natural or artificial abrasives or of ceramics",68,4
XIII,680410,"Millstones and grindstones; for milling, grinding or pulping",6804,6
XIII,680421,"Millstones, grindstones, grinding wheels and the like; of agglomerated synthetic or natural diamond",6804,6
XIII,680422,"Millstones, grindstones, grinding wheels and the like; of other agglomerated abrasives or of ceramics",6804,6
XIII,680423,"Millstones, grindstones, grinding wheels and the like; of natural stone",6804,6
XIII,680430,"Stones; hand sharpening or polishing stones, of natural stone, agglomerated natural or artificial abrasives or ceramics, with or without parts of other materials",6804,6
XIII,6805,"Abrasive powder or grain; natural or artificial, on a base of textile material, of paper, paperboard or of other material, whether or not cut to shape or sewn or otherwise made up",68,4
XIII,680510,"Abrasive powder or grain; natural or artificial, on a base of woven textile fabric only, whether or not cut to shape or sewn or otherwise made up",6805,6
XIII,680520,"Abrasive powder or grain; natural or artificial, on a base of paper or paperboard only, whether or not cut to shape or sewn or otherwise made up",6805,6
XIII,680530,"Abrasive powder or grain; natural or artificial, on a base of materials n.e.c. in heading no. 6805, whether or not cut to shape or sewn or otherwise made up",6805,6
XIII,6806,"Slag, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag, mixtures and articles of heat, sound insulating or sound-absorbing mineral materials",68,4
XIII,680610,"Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls",6806,6
XIII,680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)",6806,6
XIII,680690,"Minerals; mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those of heading no. 6811 or 6812 or of chapter 69",6806,6
XIII,6807,Asphalt or similar material; articles (e.g. petroleum bitumen or coal tar pitch),68,4
XIII,680710,Asphalt or similar material; articles (e.g. petroleum bitumen or coal tar pitch) in rolls,6807,6
XIII,680790,Asphalt or similar material; articles (e.g. petroleum bitumen or coal tar pitch) other than in rolls,6807,6
XIII,6808,"Panels, boards, tiles, blocks and the like; of vegetable fibre, of straw, shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders",68,4
XIII,680800,"Panels, boards, tiles, blocks and the like; of vegetable fibre, of straw, shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders",6808,6
XIII,6809,Plaster or compositions based on plaster; articles thereof,68,4
XIII,680911,"Plaster, or plaster compositions; boards, sheets, panels, tiles and similar articles, faced or reinforced with paper or paperboard only, not ornamented",6809,6
XIII,680919,"Plaster, or plaster compositions; boards, sheets, panels, tiles and similar articles, (other than faced or reinforced with paper or paperboard only), not ornamented",6809,6
XIII,680990,Plaster articles or articles of compositions based on plaster; n.e.c. in heading no. 6809,6809,6
XIII,6810,"Cement, concrete or artificial stone; whether or not reinforced, articles thereof",68,4
XIII,681011,"Cement, concrete or artificial stone; building blocks or bricks, whether or not reinforced",6810,6
XIII,681019,"Cement, concrete or artificial stone; tiles, flagstones and similar, (excluding building blocks and bricks) whether or not reinforced",6810,6
XIII,681091,"Cement, concrete or artificial stone; prefabricated structural components for building or civil engineering, whether or not reinforced",6810,6
XIII,681099,"Cement, concrete or artificial stone; articles (other than prefabricated structural components for building or civil engineering), whether or not reinforced, n.e.c. in heading no. 6810",6810,6
XIII,6811,"Asbestos-cement, of cellulose fibre-cement or the like",68,4
XIII,681140,"Asbestos-cement; articles or the like, containing asbestos",6811,6
XIII,681181,"Cellulose fibre-cement; articles or the like; corrugated sheets, not containing asbestos",6811,6
XIII,681182,"Cellulose fibre-cement; articles or the like, sheets, panels, tiles and similar articles (other than corrugated sheets), not containing asbestos",6811,6
XIII,681189,"Cellulose fibre-cement; articles or the like, other than corrugated sheets and other sheets, panels, tiles and similar articles, not containing asbestos",6811,6
XIII,6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (e.g. thread, woven fabric, clothing, footwear), whether or not reinforced, not goods of heading 6811 or 6813",68,4
XIII,681280,"Fabricated crocidolite (blue asbestos) fibres, mixtures with a basis of crocidolite (blue asbestos), articles of crocidolite (blue asbestos), whether or not reinforced, not goods of heading 6811 or 6813",6812,6
XIII,681291,"Asbestos or mixtures with a basis of asbestos (other than crocidolite); clothing, clothing accessories, footwear and headgear, whether or not reinforced, not goods of heading 6811 or 6813",6812,6
XIII,681299,"Asbestos or mixtures with a basis of asbestos (other than crocidolite); fibres, mixtures or articles n.e.c. in heading no. 6812, whether or not reinforced, not goods of heading 6811 or 6813",6812,6
XIII,6813,"Friction material and articles thereof (e.g. sheets, rolls, strips, segments, discs, washers, pads) not mounted; for brakes, clutches or the like, with a basis of asbestos, other mineral substances, or cellulose",68,4
XIII,681320,"Friction material and articles thereof (e.g. sheets, rolls, strips, segments, discs, washers, pads) not mounted; for brakes, clutches or the like, with a basis of asbestos",6813,6
XIII,681381,Brake linings and pads; with a basis of mineral substances or cellulose (other than asbestos),6813,6
XIII,681389,"Friction material and articles thereof (e.g. sheets, rolls, strips, segments, discs, washers, pads) not mounted; for clutches or the like (not brake linings and pads), with a basis of mineral substances or cellulose (other than asbestos)",6813,6
XIII,6814,"Mica; worked, articles of, including agglomerated or reconstituted mica; whether or not on a support of paper, paperboard or other materials",68,4
XIII,681410,"Mica; plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials",6814,6
XIII,681490,"Mica; worked mica and articles of mica (excluding plates, sheets and strips) whether or not on a support of paper, paperboard or other materials",6814,6
XIII,6815,"Stone or other mineral substances; articles thereof (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included",68,4
XIII,681511,Stone or other mineral substances not elsewhere specified or included; carbon fibres for non-electrical uses,6815,6
XIII,681512,Stone or other mineral substances not elsewhere specified or included; fabrics of carbon fibres for non-electrical uses,6815,6
XIII,681513,Stone or other mineral substances not elsewhere specified or included; articles of carbon fibres for non-electrical uses,6815,6
XIII,681519,Stone or other mineral substances not elsewhere specified or included; non-electrical articles of graphite or carbon n.e.c. in heading 6815,6815,6
XIII,681520,Peat; articles of peat n.e.c. or included,6815,6
XIII,681591,"Stone articles and articles of other mineral substances; containing magnesite, magnesia in the form of periclase, dolomite including in the form of dolime, or chromite",6815,6
XIII,681599,Stone articles and articles of other mineral substances; n.e.c. or included in heading no. 6815,6815,6
XIII,69,Ceramic products,TOTAL,2
XIII,6901,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (e.g. kieselguhr, tripolite or diatomite) or of similar siliceous earths",69,4
XIII,690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (e.g. kieselguhr, tripolite or diatomite) or of similar siliceous earths",6901,6
XIII,6902,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods; other than those of siliceous fossil meals or similar siliceous earths",69,4
XIII,690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods; containing by weight, singly or together, more than 50% of the elements Mg, Ca or Cr, expressed as MgO, CaO or Cr2o3",6902,6
XIII,690220,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods; containing by weight more than 50% of alumina (Al2o3), of silica (SiO2) or of a mixture or compound of these",6902,6
XIII,690290,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods; n.e.c. in item no. 6902.1 or 6902.2",6902,6
XIII,6903,"Ceramic goods; (e.g. retorts, crucibles, muffles, nozzles, plugs, supports cupels, tubes, pipes, sheaths, rods and slide gates) excluding those of siliceous fossil meals or of similar siliceous earths",69,4
XIII,690310,"Refractory ceramic goods; containing, by weight, more than 50% of free carbon, excluding those of siliceous fossil meals or similar earths",6903,6
XIII,690320,"Refractory ceramic goods; containing by weight more than 50% of alumina or of a mixture or compound of alumina and of silica, excluding those of siliceous fossil meals or similar earths",6903,6
XIII,690390,"Refractory ceramic goods; composition of which n.e.c. in heading no. 6903, other than those of siliceous fossil meals or similar earths",6903,6
XIII,6904,"Ceramic building bricks, floor blocks, support or filler tiles and the like",69,4
XIII,690410,Ceramic building bricks,6904,6
XIII,690490,"Ceramic flooring blocks, supports or filler tiles and the like (excluding building bricks)",6904,6
XIII,6905,"Roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods",69,4
XIII,690510,Ceramic roofing tiles,6905,6
XIII,690590,"Ceramic chimney-pots, cowls, chimney liners, architectural ornaments and other constructional goods (excluding roofing tiles)",6905,6
XIII,6906,"Ceramic pipes, conduits, guttering and pipe fittings",69,4
XIII,690600,"Ceramic pipes, conduits, guttering and pipe fittings",6906,6
XIII,6907,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics",69,4
XIII,690721,"Ceramic tiles; flags and paving, hearth or wall tiles other than those of subheadings 6907.30 and 6907.40, of a water absorption coefficient by weight not over 0.5%",6907,6
XIII,690722,"Ceramic tiles; flags and paving, hearth or wall tiles other than those of subheadings 6907.30 and 6907.40, of a water absorption coefficient by weight over 0.5% but not over 10%",6907,6
XIII,690723,"Ceramic tiles; flags and paving, hearth or wall tiles other than those of subheadings 6907.30 and 6907.40, of a water absorption coefficient by weight over 10%",6907,6
XIII,690730,"Mosaic cubes and the like, other than those of subheading 6907.40",6907,6
XIII,690740,Finishing ceramics,6907,6
XIII,6909,"Ceramic ware for laboratory, chemical, other technical uses; ceramic troughs, tubs, similar receptacles used in agriculture; ceramic pots, jars and similar used in the conveyance or packing of goods",69,4
XIII,690911,"Ceramic wares; for laboratory, chemical or other technical uses, of porcelain or china",6909,6
XIII,690912,"Ceramic wares; for laboratory, chemical or other technical uses, articles having a hardness equivalent to 9 or more on the Mohs scale",6909,6
XIII,690919,"Ceramic wares; for laboratory, chemical or other technical uses, other than articles having a hardness equivalent to 9 or more on the Mohs scale or of porcelain or china",6909,6
XIII,690990,"Ceramic wares; pots, jars and similar articles of a kind used for the conveyance or packing of goods and ceramic troughs, tubs and similar receptacles used in agriculture",6909,6
XIII,6910,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures",69,4
XIII,691010,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures; of porcelain or china",6910,6
XIII,691090,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures; of other than porcelain or china",6910,6
XIII,6911,"Tableware, kitchenware, other household articles and toilet articles; of porcelain or china",69,4
XIII,691110,Tableware and kitchenware; of porcelain or china,6911,6
XIII,691190,"Household and toilet articles; n.e.c. in heading no. 6911, of porcelain or china",6911,6
XIII,6912,"Ceramic tableware, kitchenware, other household articles and toilet articles; other than of porcelain or china",69,4
XIII,691200,"Ceramic tableware, kitchenware, other household articles and toilet articles; other than of porcelain or china",6912,6
XIII,6913,Statuettes and other ornamental ceramic articles,69,4
XIII,691310,"Ceramic statuettes and other ornamental ceramic articles, of porcelain or china",6913,6
XIII,691390,Ceramic statuettes and other ornamental ceramic articles; other than of porcelain or china,6913,6
XIII,6914,Ceramic articles; n.e.c. in chapter 69,69,4
XIII,691410,Ceramic articles n.e.c. in chapter 69; of porcelain or china,6914,6
XIII,691490,Ceramic articles n.e.c. in chapter 69; other than of porcelain or china,6914,6
XIII,70,Glass and glassware,TOTAL,2
XIII,7001,"Glass; cullet and other waste and scrap of glass, excluding glass from cathode ray tubes or other activated glass of heading 85.49, glass in the mass",70,4
XIII,700100,"Glass; cullet and other waste and scrap of glass, excluding glass from cathode ray tubes or other activated glass of heading 85.49, glass in the mass",7001,6
XIII,7002,"Glass in balls (other than microspheres of heading no. 7018), rods or tubes, unworked",70,4
XIII,700210,"Glass; unworked, in balls (other than microspheres of heading no. 7018)",7002,6
XIII,700220,"Glass; unworked, in rods",7002,6
XIII,700231,"Glass; unworked, in tubes, of fused quartz or other fused silica",7002,6
XIII,700232,"Glass; unworked, tubes, of glass having a linear coefficient of expansion not exceeding 5 x 10 (to the minus 6), (or 0.000005) per Kelvin within a temperature range of 0-300 degrees C",7002,6
XIII,700239,"Glass; unworked, in tubes, other than of glass having a linear coefficient of expansion not exceeding 5 x 10 (to the minus 6, (or 0.000005) ) per Kelvin within a temperature range of 0-300 degrees C, not fused quartz or other fused silica",7002,6
XIII,7003,"Glass; cast glass and rolled glass in sheets or profiles, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked",70,4
XIII,700312,"Glass; cast glass and rolled glass, non-wired sheets, coloured through the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer",7003,6
XIII,700319,"Glass; cast glass and rolled glass, non-wired sheets, (excluding those coloured throughout the mass (body tinted) opacified, flashed or having an absorbent or reflecting layer)",7003,6
XIII,700320,"Glass; cast glass and rolled glass, wired sheets, whether or not having an absorbent or reflecting layer but not otherwise worked",7003,6
XIII,700330,"Glass; cast glass and rolled glass, profiles, not otherwise worked",7003,6
XIII,7004,"Glass; drawn glass and blown glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked",70,4
XIII,700420,"Glass; drawn and blown, in sheets, coloured throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer, but not otherwise worked",7004,6
