section,hscode,description,parent,level
XVIII,901490,Navigational instruments and appliances; parts and accessories,9014,6
XVIII,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",90,4
XVIII,901510,Rangefinders,9015,6
XVIII,901520,Surveying equipment; theodolites and tachymeters (tacheometers),9015,6
XVIII,901530,Surveying equipment; levels,9015,6
XVIII,901540,Surveying equipment; photogrammetrical surveying instruments and appliances,9015,6
XVIII,901580,"Surveying equipment; articles n.e.c. in heading no. 9015, including hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances (excluding compasses)",9015,6
XVIII,901590,Surveying equipment; parts and accessories for articles of heading no. 9015,9015,6
XVIII,9016,"Balances; of a sensitivity of 5cg or better, with or without weights",90,4
XVIII,901600,"Balances; of a sensitivity of 5cg or better, with or without weights",9016,6
XVIII,9017,"Drawing, marking-out, mathematical calculating instruments (drafting machines, protractors, drawing sets etc); instruments for measuring length (e.g. measuring rods, tapes, micrometers, callipers) n.e.c.",90,4
XVIII,901710,Drafting tables and machines; whether or not automatic,9017,6
XVIII,901720,"Drawing, marking-out or mathematical calculating instruments",9017,6
XVIII,901730,"Mathematical equipment; micrometers, callipers and gauges",9017,6
XVIII,901780,Mathematical instruments and equipment; n.e.c. in heading no. 9017,9017,6
XVIII,901790,"Drawing, marking-out equipment and mathematical instruments; parts and accessories",9017,6
XVIII,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",90,4
XVIII,901811,"Medical, surgical instruments and appliances; electro-cardiographs",9018,6
XVIII,901812,"Medical, surgical instruments and appliances; ultrasonic scanning apparatus",9018,6
XVIII,901813,"Medical, surgical instruments and appliances; magnetic resonance imaging apparatus",9018,6
XVIII,901814,"Medical, surgical instruments and appliances; scintigraphic apparatus",9018,6
XVIII,901819,"Medical, surgical instruments and appliances; electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters), n.e.c. in item no. 9018.1",9018,6
XVIII,901820,"Medical, surgical instruments and appliances; ultra-violet or infra-red ray apparatus",9018,6
XVIII,901831,"Medical, surgical instruments and appliances; syringes, with or without needles",9018,6
XVIII,901832,"Medical, surgical instruments and appliances; tubular metal needles and needles for sutures",9018,6
XVIII,901839,"Medical, surgical instruments and appliances; catheters, cannulae and the like",9018,6
XVIII,901841,"Dental instruments and appliances; dental drill engines, whether or not combined on a single base with other dental equipment",9018,6
XVIII,901849,Dental instruments and appliances; other than dental drill engines,9018,6
XVIII,901850,Ophthalmic instruments and appliances,9018,6
XVIII,901890,"Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018",9018,6
XVIII,9019,"Mechano-therapy, massage appliances; psychological aptitude testing apparatus; ozone, oxygen, aerosol therapy, artificial respiration or other therapeutic respiration apparatus",90,4
XVIII,901910,Mechano-therapy appliances; massage apparatus and psychological aptitude-testing apparatus,9019,6
XVIII,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",9019,6
XVIII,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,90,4
XVIII,902000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,9020,6
XVIII,9021,"Orthopaedic appliances; including crutches, surgical belts and trusses; splints and other fracture appliances; artificial parts of the body; hearing aids and other which are worn, carried or implanted in the body to compensate for a defect or disability",90,4
XVIII,902110,Orthopaedic or fracture appliances,9021,6
XVIII,902121,Dental fittings; artificial teeth,9021,6
XVIII,902129,Dental fittings; other than artificial teeth,9021,6
XVIII,902131,Artificial parts of the body,9021,6
XVIII,902139,Artificial parts of the body; excluding artificial joints,9021,6
XVIII,902140,Hearing aids (excluding parts and accessories),9021,6
XVIII,902150,Pacemakers; for stimulating heart muscles (excluding parts and accessories),9021,6
XVIII,902190,"Appliances; worn, carried or implanted in the body, to compensate for a defect or disability",9021,6
XVIII,9022,"Apparatus based on the use of x-rays or of alpha, beta, gamma or other ionising radiations, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus, x-ray tubes and other x-ray generators, high tens",90,4
XVIII,902212,"Apparatus based on the use of x-rays; including radiography or radiotherapy apparatus, whether or not for medical, surgical, dental or veterinary uses, computed tomography apparatus",9022,6
XVIII,902213,"Apparatus based on the use of x-rays; including radiography or radiotherapy apparatus, for dental uses, excluding computed tomography apparatus",9022,6
XVIII,902214,"Apparatus based on the use of x-rays; including radiography or radiotherapy apparatus, for medical, surgical or veterinary uses, not dental uses, excluding computed tomography apparatus",9022,6
XVIII,902219,"Apparatus based on the use of x-rays, including radiography or radiotherapy apparatus; for other than medical, surgical, dental or veterinary uses",9022,6
XVIII,902221,"Apparatus based on the use of alpha, beta, gamma or other ionising radiations, including radiography or radiotherapy apparatus; for medical, surgical, dental or veterinary uses",9022,6
XVIII,902229,"Apparatus based on the use of alpha, beta, gamma or other ionising radiations, including radiography or radiotherapy apparatus; (for other than medical, surgical, dental or veterinary uses)",9022,6
XVIII,902230,X-ray tubes,9022,6
XVIII,902290,"Apparatus based on use of x-rays and similar; parts and accessories (x-ray generators, tubes, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and like",9022,6
XVIII,9023,"Instruments, apparatus and models, designed for demonstrational purposes (in education or exhibitions), unsuitable for other uses",90,4
XVIII,902300,"Instruments, apparatus and models; designed for demonstrational purposes (in education or exhibitions), unsuitable for other uses",9023,6
XVIII,9024,"Machines and appliances for testing the hardness, strength, compressibility, elasticity of other mechanical properties of materials (e.g. metals, wood, textiles, paper, plastics)",90,4
XVIII,902410,"Machines and appliances; for testing the hardness, strength, compressibility, elasticity or other mechanical properties of metals",9024,6
XVIII,902480,"Machines and appliances; for testing the hardness, strength, compressibility, elasticity or other mechanical properties of materials other than metals",9024,6
XVIII,902490,"Machines and appliances; parts and accessories for those testing hardness, strength, compressibility, elasticity or other mechanical properties of materials (e.g. metal, wood, textiles, paper, plastics)",9024,6
XVIII,9025,"Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, recording or not",90,4
XVIII,902511,"Thermometers and pyrometers; liquid filled, for direct reading, not combined with other instruments",9025,6
XVIII,902519,"Thermometers and pyrometers; (other than liquid filled, for direct reading), not combined with other instruments",9025,6
XVIII,902580,"Hydrometers and similar floating instruments, barometers, hygrometers, psychrometers, thermometers, pyrometers; recording or not, any combination of these instruments (excluding thermometers and barometers not combined with other instruments)",9025,6
XVIII,902590,"Hydrometers and similar floating instruments, barometers, hygrometers, psychrometers, thermometers, pyrometers; recording or not, any combination of these instruments, parts and accessories",9025,6
XVIII,9026,"Instruments, apparatus for measuring or checking the flow, level, pressure of liquids, gases (e.g. flow meters, heat meters etc), not instruments and apparatus of heading no. 9014, 9015, 9028 or 9032",90,4
XVIII,902610,Instruments and apparatus; for measuring or checking the flow or level of liquids,9026,6
XVIII,902620,Instruments and apparatus; for measuring or checking pressure,9026,6
XVIII,902680,"Instruments and apparatus; for measuring or checking variables of liquids or gases (excluding pressure or the flow and level of liquids and those of heading no. 9014, 9015, 9028 and 9032)",9026,6
XVIII,902690,"Instruments and apparatus; parts and accessories for those measuring or checking the flow, level, pressure or other variables of liquids or gases (excluding those of heading no. 9014, 9015, 9028 or 9032)",9026,6
XVIII,9027,"Instruments and apparatus; for physical or chemical analysis (e.g. polarimeters, spectrometers), for measuring or checking viscosity, porosity, etc, for measuring quantities of heat, sound or light",90,4
XVIII,902710,"Instruments and apparatus; gas or smoke analysis apparatus, for physical or chemical analysis",9027,6
XVIII,902720,Chromatographs and electrophoresis instruments,9027,6
XVIII,902730,"Spectrometers, spectrophotometers and spectrographs; using optical radiations (UV, visible, IR)",9027,6
XVIII,902750,"Instruments and apparatus; using optical radiations (UV, visible, IR), (other than spectrometers, spectrophotometers and spectrographs)",9027,6
XVIII,902781,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, mass spectrometers",9027,6
XVIII,902789,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, exposure meters",9027,6
XVIII,902790,Microtomes and parts and accessories thereof,9027,6
XVIII,9028,"Gas, liquid or electricity supply or production meters, including calibrating meters therefor",90,4
XVIII,902810,"Meters; gas, supply or production meters, including calibrating meters thereof",9028,6
XVIII,902820,"Meters; liquid supply or production meters, including calibrating meters thereof",9028,6
XVIII,902830,"Meters; electricity supply or production meters, including calibrating meters thereof",9028,6
XVIII,902890,"Meters; parts and accessories of gas, liquid, electricity supply or production meters, including calibrating meters thereof",9028,6
XVIII,9029,"Revolution counter, production counters, taximeters, mileometers, pedometers and the like, speed indicators and tachometers, other than those of heading no. 9015, stroboscopes",90,4
XVIII,902910,"Meters and counters; revolution counters, production counters, taximeters, mileometers, pedometers and the like",9029,6
XVIII,902920,Meters; speed indicators and tachometers; stroboscopes,9029,6
XVIII,902990,"Meters and counters; parts and accessories for revolution and production counters, taximeters, mileometers, pedometers and the like; speed indicators, tachometers (excluding heading no. 9015), stroboscopes",9029,6
XVIII,9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",90,4
XVIII,903010,Instruments and apparatus; for measuring or detecting ionising radiations,9030,6
XVIII,903020,Oscilloscopes and oscillographs,9030,6
XVIII,903031,"Multimeters; for measuring or checking voltage, current, resistance or power (other than those for measuring or checking semiconductor wafer or devices), without a recording device",9030,6
XVIII,903032,"Multimeters; for measuring or checking voltage, current, resistance or power, with a recording device",9030,6
XVIII,903033,"Instruments and apparatus; for measuring or checking voltage, current, resistance or power, without a recording device (excluding multimeters)",9030,6
XVIII,903039,"Instruments and apparatus; for measuring or checking voltage, current, resistance or power, with a recording device (excluding multimeters)",9030,6
XVIII,903040,"Instruments and apparatus; specially designed for telecommunications (e.g. cross-talk meters, gain measuring instruments, distortion factor meters, psophometers)",9030,6
XVIII,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),9030,6
XVIII,903084,"Instruments and apparatus; n.e.c. in heading no. 9030, with a recording device",9030,6
XVIII,903089,"Instruments and apparatus; n.e.c. in heading no. 9030, without a recording device",9030,6
XVIII,903090,"Instruments, apparatus for measuring, checking electrical quantities, not meters of heading no. 9028; parts and accessories, for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",9030,6
XVIII,9031,"Measuring or checking instruments, appliances and machines, n.e.c. or included in this chapter; profile projectors",90,4
XVIII,903110,Machines; for balancing mechanical parts,9031,6
XVIII,903120,Test benches,9031,6
XVIII,903141,"Optical instruments and appliances; for inspecting semiconductor wafers or devices or for inspecting photomasks or reticles used in manufacturing semiconductor devices, n.e.c. in chapter 90",9031,6
XVIII,903149,"Optical instruments and appliances; for measuring or checking, n.e.c. in chapter 90",9031,6
XVIII,903180,"Instruments, appliances and machines; for measuring or checking n.e.c. in chapter 90",9031,6
XVIII,903190,"Instruments, appliances and machines; parts and accessories for those measuring or checking devices of heading no. 9031",9031,6
XVIII,9032,Regulating or controlling instruments and apparatus; automatic type,90,4
XVIII,903210,"Regulating or controlling instruments and apparatus; automatic type, thermostats",9032,6
XVIII,903220,"Regulating or controlling instruments and apparatus; automatic, manostats",9032,6
XVIII,903281,"Regulating or controlling instruments and apparatus; automatic, hydraulic or pneumatic",9032,6
XVIII,903289,"Regulating or controlling instruments and apparatus; automatic, other than hydraulic or pneumatic",9032,6
XVIII,903290,"Regulating or controlling instruments and apparatus; automatic, parts and accessories",9032,6
XVIII,9033,"Machines and appliances, instruments or apparatus of chapter 90; parts and accessories n.e.c. in chapter 90",90,4
XVIII,903300,"Machines and appliances, instruments or apparatus of chapter 90; parts and accessories n.e.c. in chapter 90",9033,6
XVIII,91,Clocks and watches and parts thereof,TOTAL,2
XVIII,9101,"Wrist-watches, pocket-watches, stop-watches and other watches; with case of precious metal or of metal clad with precious metal",91,4
XVIII,910111,"Wrist-watches; electrically operated, with or without a stop-watch, with case of precious metal or of metal clad with precious metal, with mechanical display only",9101,6
XVIII,910119,"Wrist-watches; electrically operated, with or without a stop-watch, with case of precious metal or metal clad with precious metal, without mechanical display",9101,6
XVIII,910121,"Wrist-watches; (not electrically operated), automatic winding, whether or not incorporating a stop-watch facility, case of precious metal or of metal clad with precious metal",9101,6
XVIII,910129,"Wrist-watches; (not electrically operated), (not automatic winding), whether or not incorporating a stop-watch facility, case of precious metal or of metal clad with precious metal",9101,6
XVIII,910191,"Pocket-watches and other watches, including stop-watches; (excluding wrist-watches), with case of precious metal or of metal clad with precious metal, electrically operated",9101,6
XVIII,910199,"Pocket-watches and other watches, including stop-watches; (excluding wrist-watches), with case of precious metal or of metal clad with precious metal, not electrically operated",9101,6
XVIII,9102,"Wrist-watches, pocket-watches, stop-watches and other watches, other than those of heading no. 9101",91,4
XVIII,910211,"Wrist-watches; electrically operated, with or without a stop-watch, (other than those of heading no. 9101) with mechanical display only",9102,6
XVIII,910212,"Wrist-watches; electrically operated, with or without a stop-watch, (other than those of heading no. 9101) with opto-electronic display only",9102,6
XVIII,910219,"Wrist-watches; electrically operated, with or without a stop-watch, (other than those of heading no. 9101) without mechanical or opto-electronic display",9102,6
XVIII,910221,"Wrist-watches; whether or not incorporating a stop-watch facility, with automatic winding",9102,6
XVIII,910229,"Wrist-watches; whether or not incorporating a stop-watch facility, with other than automatic winding",9102,6
XVIII,910291,"Pocket watches and other watches, including stop-watches; (excluding wrist-watches), other than those of heading no. 9101, electrically operated",9102,6
XVIII,910299,"Pocket watches and other watches, including stop-watches; (excluding wrist-watches), other than those of heading no. 9101, other than electrically operated",9102,6
XVIII,9103,"Clocks; with watch movements, excluding clocks of heading no. 9104",91,4
XVIII,910310,"Clocks; with watch movements, electrically operated, excluding clocks of heading no. 9104",9103,6
XVIII,910390,"Clocks; with watch movements, other than electrically operated, excluding clocks of heading no. 9104",9103,6
XVIII,9104,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels",91,4
XVIII,910400,"Clocks; instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels",9104,6
XVIII,9105,"Clocks, other, n.e.c.",91,4
XVIII,910511,"Clocks; (excluding those with watch movements and instrument panel clocks), alarm clocks, electrically operated",9105,6
XVIII,910519,"Clocks; (excluding those with watch movements and instrument panel clocks), alarm clocks, other than electrically operated",9105,6
XVIII,910521,"Clocks; (excluding those with watch movements and instrument panel clocks), wall clocks, electrically operated",9105,6
XVIII,910529,"Clocks; (excluding those with watch movements and instrument panel clocks), wall clocks, other than electrically operated",9105,6
XVIII,910591,"Clocks; (excluding those with watch movements and instrument panel clocks), (other than alarm or wall clocks), electrically operated",9105,6
XVIII,910599,"Clocks; (excluding those with watch movements and instrument panel clocks), other than alarm or wall clocks, other than electrically operated",9105,6
XVIII,9106,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating intervals of time, with clock, watch movement or synchronous motor",91,4
XVIII,910610,"Time recording apparatus; time-registers, time recorders, with clock, watch movement or synchronous motor",9106,6
XVIII,910690,"Time recording apparatus; with clock or watch movement or with synchronous motor, n.e.c. in heading no. 9106",9106,6
XVIII,9107,"Time switches; with clock, watch movement or synchronous motor",91,4
XVIII,910700,"Time switches; with clock, watch movement or synchronous motor",9107,6
XVIII,9108,Watch movements; complete and assembled,91,4
XVIII,910811,"Watch movements; complete and assembled, electrically operated, with mechanical display only or with a device to which a mechanical display can be incorporated",9108,6
XVIII,910812,"Watch movements; complete and assembled, electrically operated, by means of solar cells, with opto-electronic display",9108,6
XVIII,910819,"Watch movements; complete and assembled, electrically operated, by means of solar cells, without mechanical display or device including such or opto-electronic display",9108,6
XVIII,910820,"Watch movements; complete and assembled, with automatic winding",9108,6
XVIII,910890,"Watch movements; complete and assembled, not automatic winding or electrically operated",9108,6
XVIII,9109,Clock movements; complete and assembled,91,4
XVIII,910910,"Clock movements; complete and assembled, electrically operated",9109,6
XVIII,910990,"Clock movements; complete and assembled, other than electrically operated",9109,6
XVIII,9110,"Watch or clock movements, complete, unassembled or partly assembled (movement sets); incomplete watch or clock movements, assembled; rough watch or clock movements",91,4
XVIII,911011,"Watches; complete movements, unassembled or partly assembled (movement sets)",9110,6
XVIII,911012,"Watches; incomplete movements, assembled",9110,6
XVIII,911019,Watches; rough movements,9110,6
XVIII,911090,"Clocks; movements, whether or not complete, incomplete, assembled or unassembled",9110,6
XVIII,9111,Watch cases and parts thereof,91,4
XVIII,911110,Watch cases; of precious metal or of metal clad with precious metal,9111,6
XVIII,911120,"Watch cases; of base metal, whether or not gold-plated or silver-plated",9111,6
XVIII,911180,Watch cases; n.e.c. in heading no. 9111,9111,6
XVIII,911190,Watch cases and parts thereof,9111,6
XVIII,9112,Clock cases and cases of a similar type for other goods of this chapter and parts thereof,91,4
XVIII,911220,Clock cases and similar cases for other goods of chapter 91; other than watch cases,9112,6
XVIII,911290,"Clock cases and similar cases for other goods of chapter 91; other than watch cases, parts thereof",9112,6
XVIII,9113,"Watch straps, watch bands, watch bracelets and parts thereof",91,4
XVIII,911310,"Watch straps, watch bands, watch bracelets, and parts thereof; of precious metal or of metal clad with precious metal",9113,6
XVIII,911320,"Watch straps, watch bands, watch bracelets, and parts thereof; of base metal, whether or not gold- or silver-plated",9113,6
XVIII,911390,"Watch straps, watch bands, watch bracelets, and parts thereof; n.e.c. in heading no. 9113",9113,6
XVIII,9114,Clock or watch parts; n.e.c. in chapter 91,91,4
XVIII,911430,Clock or watch parts; dials,9114,6
XVIII,911440,Clock or watch parts; plates and bridges,9114,6
XVIII,911490,"Clock or watch parts; other than springs (including hair-springs), dials, plates, and bridges",9114,6
XVIII,92,Musical instruments; parts and accessories of such articles,TOTAL,2
XVIII,9201,"Pianos; including automatic pianos, harpsichords and other keyboard stringed instruments",92,4
XVIII,920110,"Musical instruments; pianos, upright, including automatic pianos",9201,6
XVIII,920120,"Musical instruments; pianos, grand",9201,6
XVIII,920190,Musical instruments; harpsichords and other keyboard stringed instruments n.e.c. in heading no. 9201,9201,6
XVIII,9202,"Musical instruments; string, n.e.c. in heading no. 9201, (e.g. guitars, violins, harps)",92,4
XVIII,920210,"Musical instruments; string, played with a bow (e.g. violins)",9202,6
XVIII,920290,"Musical instruments; string, played other than with a bow (e.g. guitars and harps)",9202,6
XVIII,9205,"Musical instruments; wind (e.g. keyboard pipe organs, accordions, clarinets, trumpets, bagpipes), other than fairground organs and mechanical street organs",92,4
XVIII,920510,"Musical instruments; brass-wind (e.g. trumpets), other than fairground organs and mechanical street organs",9205,6
XVIII,920590,"Musical instruments; wind, other than brass, (eg. clarinet, bagpipes, pipe organs), other than fairground organs and mechanical street organs",9205,6
XVIII,9206,"Musical instruments; percussion (e.g. drums, xylophones, cymbals, castanets, maracas)",92,4
XVIII,920600,"Musical instruments; percussion (e.g. drums, xylophones, cymbals, castanets, maracas)",9206,6
XVIII,9207,"Musical instruments; the sound of which is produced or must be amplified, electrically (e.g. organs, guitars, accordions)",92,4
XVIII,920710,"Musical instruments; keyboard, (other than accordions), the sound of which is produced or must be amplified electrically",9207,6
XVIII,920790,"Musical instruments; (other than keyboard), the sound of which is produced or must be amplified electrically",9207,6
XVIII,9208,"Musical boxes, fairground and mechanical street organs, mechanical singing birds, musical saws and musical instruments n.e.c. in chapter 92; decoy calls of all kinds; whistles; call horns and other mouth-blown sound signalling instruments",92,4
XVIII,920810,Musical boxes,9208,6
XVIII,920890,"Fairground and mechanical street organs, mechanical singing birds, musical saws and musical instruments n.e.c. in chapter 92; decoy calls of all kinds; whistles; call horns and other mouth-blown sound signalling instruments",9208,6
XVIII,9209,"Musical instrument parts (for example, mechanisms for musical boxes) and accessories (for example, cards, discs and rolls for mechanical instruments); metronomes, tuning forks and pitch pipes",92,4
XVIII,920930,Musical instrument strings,9209,6
XVIII,920991,Musical instruments; parts and accessories for pianos,9209,6
XVIII,920992,Musical instruments; parts and accessories for string musical instruments other than keyboard instruments,9209,6
XVIII,920994,"Musical instruments; parts and accessories for the musical instruments the sound of which is produced or must be amplified electrically (e.g. organs, guitars and accordions)",9209,6
XVIII,920999,"Musical instruments; parts and accessories for musical instruments n.e.c. in heading no. 9209; metronomes, tuning forks and pitch pipes",9209,6
XIX,93,Arms and ammunition; parts and accessories thereof,TOTAL,2
XIX,9301,"Military weapons; other than revolvers, pistols and arms of heading no. 9307",93,4
XIX,930110,"Military weapons; artillery weapons (e.g. guns, howitzers, and mortars)",9301,6
XIX,930120,"Military weapons; rocket launchers, flame-throwers, grenade launchers, torpedo tubes and similar projectors",9301,6
XIX,930190,"Military weapons; other than revolvers, pistols, and arms of heading 9307, n.e.c. in heading 9301",9301,6
XIX,9302,Revolvers and pistols; other than those of heading no. 9303 or 9304,93,4
XIX,930200,Revolvers and pistols; other than those of heading no. 9303 or 9304,9302,6
XIX,9303,"Firearms; other similar devices (e.g. sporting shotguns and rifles, muzzle-loading firearms, very pistols, devices for firing flares or blank ammunition, captive bolt humane killers, line throwing guns)",93,4
XIX,930310,Firearms; muzzle-loading,9303,6
XIX,930320,"Firearms; sporting, hunting or target-shooting shotguns, including combination shotgun-rifles",9303,6
XIX,930330,"Firearms; sporting, hunting or target-shooting rifles n.e.c. in heading no. 9303",9303,6
XIX,930390,Firearms; n.e.c. in heading no. 9303,9303,6
XIX,9304,"Firearms; (e.g. spring, air or gas guns and pistols, truncheons), excluding those of heading no. 9307",93,4
XIX,930400,"Firearms; (e.g. spring, air or gas guns and pistols, truncheons), excluding those of heading no. 9307",9304,6
XIX,9305,Firearms; parts and accessories of articles of heading no. 9301 to 9304,93,4
XIX,930510,"Firearms; parts and accessories, of revolvers or pistols",9305,6
XIX,930520,"Firearms; parts and accessories, of shotguns or rifles of heading 9303",9305,6
XIX,930591,"Firearms; parts and accessories, of military weapons of heading 9301",9305,6
XIX,930599,"Firearms; parts and accessories, of firearms other than the military weapons of heading 9301",9305,6
XIX,9306,"Bombs, grenades, torpedoes, mines, missiles and similar munitions of war and parts thereof; cartridges and other ammunition, projectiles and parts thereof, including shot and cartridge wads",93,4
XIX,930621,Ammunition; shotgun cartridges,9306,6
XIX,930629,Ammunition; parts of shotgun cartridges,9306,6
XIX,930630,Ammunition; cartridges and parts thereof n.e.c. in heading no. 9306,9306,6
XIX,930690,Ammunition; n.e.c. in chapter 93,9306,6
XIX,9307,"Arms; swords, cutlasses, bayonets, lances and the like, parts thereof and scabbards and sheaths therefor",93,4
XIX,930700,"Arms; swords, cutlasses, bayonets, lances and the like, parts thereof and scabbards and sheaths therefor",9307,6
XX,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",TOTAL,2
XX,9401,"Seats (not those of heading no. 9402), whether or not convertible into beds and parts thereof",94,4
XX,940110,Seats; of a kind used for aircraft,9401,6
XX,940120,Seats; of a kind used for motor vehicles,9401,6
XX,940131,"Seats; swivel with variable height adjustment of wood, excluding medical, surgical, dental, veterinary or barber furniture",9401,6
XX,940139,"Seats; swivel with variable height adjustment of other than wood, excluding medical, surgical, dental, veterinary or barber furniture",9401,6
XX,940141,"Seats; convertible into beds of wood, other than garden seats or camping equipment",9401,6
XX,940149,"Seats; convertible into beds of other than wood, other than garden seats or camping equipment",9401,6
XX,940152,Seats; of bamboo,9401,6
XX,940153,Seats; of rattan,9401,6
XX,940159,"Seats; of cane, osier or similar materials, other than bamboo or rattan",9401,6
XX,940161,"Seats; with wooden frames, upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)",9401,6
XX,940169,"Seats; with wooden frames, not upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)",9401,6
XX,940171,"Seats; with metal frames, upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)",9401,6
XX,940179,"Seats; with metal frames, not upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)",9401,6
XX,940180,"Seats; n.e.c. in heading no. 9401, (excluding medical, surgical, dental, veterinary or barber furniture)",9401,6
XX,940191,"Seats; parts, of wood, (other than for use in the assembly of motor vehicles as determined by the minister, other than automotive)",9401,6
XX,940199,"Seats; parts, (of other than wood) for use in the assembly of motor vehicles as determined by the minister",9401,6
XX,9402,"Furniture; medical, surgical, dental or veterinary (e.g. operating tables, hospital beds, dentists' chairs) barbers' chairs; parts",94,4
XX,940210,"Chairs; dentists', barbers' or similar chairs having rotating as well as both reclining and elevating movements, and parts thereof",9402,6
XX,940290,"Furniture; for medical, surgical, veterinary use (e.g. operating tables, examination tables, hospital beds with mechanical fittings) and parts thereof",9402,6
XX,9403,"Furniture and parts thereof, n.e.c. in chapter 94",94,4
XX,940310,"Furniture; metal, for office use",9403,6
XX,940320,"Furniture; metal, other than for office use",9403,6
XX,940330,"Furniture; wooden, for office use",9403,6
XX,940340,"Furniture; wooden, for kitchen use",9403,6
XX,940350,"Furniture; wooden, for bedroom use",9403,6
XX,940360,"Furniture; wooden, other than for office, kitchen or bedroom use",9403,6
XX,940370,Furniture; plastic,9403,6
XX,940382,Furniture; of bamboo,9403,6
XX,940383,Furniture; of rattan,9403,6
XX,940389,"Furniture; of cane, osier, or similar materials (other than bamboo or rattan)",9403,6
XX,940391,"Furniture; parts, of wood",9403,6
XX,940399,"Furniture; parts, of other than wood",9403,6
XX,9404,"Mattress supports; articles of bedding (e.g. mattresses, quilts, eiderdowns, cushions pouffes and pillows), fitted with springs or stuffed, whether or not covered",94,4
XX,940410,Mattress supports,9404,6
XX,940421,"Mattresses; of cellular rubber or plastics, whether or not covered",9404,6
XX,940429,"Mattresses; of other materials, not cellular rubber or plastics",9404,6
XX,940430,Sleeping bags,9404,6
XX,940440,"Quilts, bedspreads, eiderdowns and duvets (comforters)",9404,6
XX,940490,"Bedding and similar furnishing articles; n.e.c. in heading no. 9404 (e.g. quilts, eiderdowns, cushions, pouffes and pillows)",9404,6
XX,9405,"Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included",94,4
XX,940511,"Luminaires and light fittings; chandeliers and electric ceiling or wall light fittings; (excluding those used for lighting public open spaces or thoroughfares), for use solely with light-emitting diode (LED) light sources",9405,6
XX,940519,"Chandeliers and electric ceiling or wall light fittings; (excluding those used for lighting public open spaces or thoroughfares), for use other than with light-emitting diode (LED) light sources",9405,6
XX,940521,"Luminaires and light fittings; electric, table, desk, bedside or floor-standing, for use solely with light-emitting diode (LED) light sources",9405,6
XX,940529,"Luminaires and light fittings; electric, table, desk, bedside or floor-standing, for other than use solely with light-emitting diode (LED) light sources",9405,6
XX,940531,"Luminaires and light fittings; electric, lighting strings of a kind used for Christmas trees, for use solely with light-emitting diode (LED) light sources",9405,6
XX,940539,"Luminaires and light fittings; electric, lighting strings of a kind used for Christmas trees, for other than use solely with light-emitting diode (LED) light sources",9405,6
XX,940541,"Luminaires and light fittings; electric, photovoltaic, designed for use solely with light-emitting diode (LED) light sources",9405,6
XX,940542,"Luminaires and light fittings; electric, designed for use solely with light-emitting diode (LED) light sources",9405,6
XX,940549,"Luminaires and light fittings; electric, designed for other than use solely with light-emitting diode (LED) light sources",9405,6
XX,940550,Luminaires and light fittings; non-electric,9405,6
XX,940561,"Luminaires; illuminated signs, illuminated name-plates and the like, designed for use solely with light-emitting diode (LED) light sources",9405,6
XX,940569,"Luminaires; illuminated signs, illuminated name-plates and the like, designed for other than use solely with light-emitting diode (LED) light sources",9405,6
XX,940591,"Lamps and light fittings; parts thereof, of glass",9405,6
